sport,event,year,athlete_id,country_id,medal
Alpine Skiing,Alpine Skiing Women's Downhill,2014,77079,167,Gold
Alpine Skiing,Alpine Skiing Women's Super G,2014,77079,167,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014,77079,167,Gold
Alpine Skiing,Alpine Skiing Women's Slalom,2014,77079,167,
Alpine Skiing,Alpine Skiing Women's Combined,2014,77079,167,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014,77650,195,
Alpine Skiing,Alpine Skiing Women's Slalom,2014,77650,195,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014,78179,2,
Alpine Skiing,Alpine Skiing Women's Slalom,2014,78179,2,
Alpine Skiing,Alpine Skiing Women's Downhill,2014,78884,92,
Alpine Skiing,Alpine Skiing Women's Super G,2014,78884,92,
Alpine Skiing,Alpine Skiing Women's Combined,2014,78884,92,
Alpine Skiing,Alpine Skiing Men's Super G,2014,78938,67,
Alpine Skiing,Alpine Skiing Men's Combined,2014,78938,67,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014,79041,12,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014,79041,12,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014,79041,12,
Biathlon,Biathlon Men's 20 kilometres,2014,79041,12,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014,79041,12,Bronze
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,79423,158,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014,79499,34,
Alpine Skiing,Alpine Skiing Women's Slalom,2014,79499,34,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014,79603,9,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014,79603,9,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014,79687,66,
Alpine Skiing,Alpine Skiing Women's Downhill,2014,79697,84,
Alpine Skiing,Alpine Skiing Women's Super G,2014,79697,84,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014,79697,84,
Alpine Skiing,Alpine Skiing Women's Combined,2014,79697,84,
Alpine Skiing,Alpine Skiing Men's Downhill,2014,79875,195,
Alpine Skiing,Alpine Skiing Men's Super G,2014,79875,195,Bronze
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,79875,195,
Alpine Skiing,Alpine Skiing Men's Combined,2014,79875,195,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014,80235,67,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014,80235,67,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014,80235,67,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,80367,67,Silver
Alpine Skiing,Alpine Skiing Men's Slalom,2014,80367,67,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014,80618,94,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014,80618,94,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014,80691,166,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014,80691,166,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014,80691,166,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,80966,103,
Alpine Skiing,Alpine Skiing Men's Slalom,2014,80966,103,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,81113,92,
Alpine Skiing,Alpine Skiing Men's Slalom,2014,81113,92,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014,81843,52,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014,81843,52,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014,81843,52,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014,81843,52,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014,81846,52,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014,81846,52,Silver
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014,81846,52,Silver
Biathlon,Biathlon Men's 15 kilometres Mass Start,2014,81846,52,Bronze
Biathlon,Biathlon Men's 20 kilometres,2014,81846,52,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014,81846,52,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014,82613,26,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014,82613,26,
Biathlon,Biathlon Women's 15 kilometres,2014,82613,26,
Alpine Skiing,Alpine Skiing Women's Downhill,2014,82694,136,
Alpine Skiing,Alpine Skiing Women's Super G,2014,82694,136,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014,82694,136,
Alpine Skiing,Alpine Skiing Women's Combined,2014,82694,136,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014,82748,53,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014,82748,53,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014,82748,53,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014,82748,53,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014,83233,171,
Biathlon,Biathlon Women's 15 kilometres,2014,83233,171,
Alpine Skiing,Alpine Skiing Men's Slalom,2014,83496,179,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014,83553,22,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014,83658,73,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014,83658,73,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014,83658,73,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014,83658,73,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014,83660,73,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014,83660,73,
Alpine Skiing,Alpine Skiing Men's Slalom,2014,83872,178,
Alpine Skiing,Alpine Skiing Men's Super G,2014,83954,193,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,83954,193,
Alpine Skiing,Alpine Skiing Men's Slalom,2014,83954,193,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014,84287,94,
Biathlon,Biathlon Women's 15 kilometres,2014,84287,94,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014,84287,94,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,84478,92,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014,84570,94,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014,84732,96,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014,84732,96,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014,84732,96,
Biathlon,Biathlon Men's 20 kilometres,2014,84732,96,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014,84732,96,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014,85205,178,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014,85205,178,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014,85205,178,Gold
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,85499,71,
Alpine Skiing,Alpine Skiing Men's Slalom,2014,85499,71,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014,85559,195,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014,85559,195,
Alpine Skiing,Alpine Skiing Women's Slalom,2014,86147,107,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014,86427,178,
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,2014,86427,178,Bronze
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014,86502,34,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014,86502,34,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014,86502,34,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014,86532,66,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014,86532,66,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014,86532,66,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014,86532,66,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014,86532,66,Gold
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014,86533,66,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014,86533,66,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014,86533,66,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014,86533,66,Silver
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,2014,86533,66,Silver
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014,86605,92,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014,86717,92,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014,86717,92,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014,86717,92,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014,86717,92,
Alpine Skiing,Alpine Skiing Women's Slalom,2014,86734,67,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014,86879,195,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014,86879,195,
Biathlon,Biathlon Men's 20 kilometres,2014,86879,195,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014,86879,195,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014,87005,136,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014,87005,136,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014,87005,136,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014,87005,136,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014,87005,136,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014,87091,66,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014,87091,66,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014,87113,52,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014,87113,52,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014,87121,52,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014,87121,52,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014,87121,52,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014,87121,52,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014,87124,24,
Alpine Skiing,Alpine Skiing Women's Slalom,2014,87124,24,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014,87148,18,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014,87148,18,
Biathlon,Biathlon Men's 20 kilometres,2014,87148,18,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014,87148,18,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,87155,152,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014,87171,49,
Alpine Skiing,Alpine Skiing Women's Slalom,2014,87171,49,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014,87223,146,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014,87223,146,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,2014,87223,146,
Biathlon,Biathlon Women's 15 kilometres,2014,87223,146,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014,87223,146,
Alpine Skiing,Alpine Skiing Men's Downhill,2014,87549,195,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014,87736,92,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014,87736,92,Bronze
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014,87736,92,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,2014,87736,92,
Biathlon,Biathlon Women's 15 kilometres,2014,87736,92,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014,87736,92,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,88082,144,
Alpine Skiing,Alpine Skiing Men's Slalom,2014,88082,144,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014,88083,144,
Alpine Skiing,Alpine Skiing Women's Slalom,2014,88083,144,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014,88177,189,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014,88177,189,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014,88356,62,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014,88356,62,
Alpine Skiing,Alpine Skiing Men's Downhill,2014,88774,5,
Alpine Skiing,Alpine Skiing Men's Super G,2014,88774,5,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,88774,5,
Alpine Skiing,Alpine Skiing Men's Combined,2014,88774,5,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014,88969,178,Silver
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014,88969,178,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014,88969,178,Gold
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,88977,178,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014,89132,94,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014,89132,94,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,89208,102,
Alpine Skiing,Alpine Skiing Men's Slalom,2014,89208,102,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014,89424,173,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014,89424,173,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014,89424,173,
Alpine Skiing,Alpine Skiing Men's Downhill,2014,89705,34,
Alpine Skiing,Alpine Skiing Men's Super G,2014,89705,34,
Cross Country Skiing,Cross Country Skiing Women's Sprint,2014,89896,136,Silver
Cross Country Skiing,Cross Country Skiing Women's Team Sprint,2014,89896,136,Gold
Biathlon,Biathlon Men's 10 kilometres Sprint,2014,89948,166,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014,90475,173,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014,90475,173,
Biathlon,Biathlon Women's 15 kilometres,2014,90475,173,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014,90611,102,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014,90611,102,
Alpine Skiing,Alpine Skiing Men's Slalom,2014,90896,66,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014,91036,193,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014,91138,96,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014,91138,96,
Biathlon,Biathlon Men's 20 kilometres,2014,91138,96,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014,91138,96,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,91231,51,
Alpine Skiing,Alpine Skiing Men's Slalom,2014,91231,51,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,91367,199,
Alpine Skiing,Alpine Skiing Men's Downhill,2014,91421,92,
Alpine Skiing,Alpine Skiing Men's Super G,2014,91421,92,
Alpine Skiing,Alpine Skiing Men's Combined,2014,91421,92,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,91529,171,
Alpine Skiing,Alpine Skiing Men's Slalom,2014,91529,171,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014,91911,92,
Alpine Skiing,Alpine Skiing Women's Super G,2014,92183,52,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014,92183,52,
Alpine Skiing,Alpine Skiing Women's Slalom,2014,92183,52,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014,92465,146,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014,92465,146,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014,92465,146,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,2014,92465,146,
Biathlon,Biathlon Women's 15 kilometres,2014,92465,146,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014,92465,146,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014,92760,71,
Biathlon,Biathlon Men's 12.5 kilometres Pursuit,2014,92760,71,
Biathlon,Biathlon Men's 15 kilometres Mass Start,2014,92760,71,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014,92760,71,Silver
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014,92760,71,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014,92850,116,
Alpine Skiing,Alpine Skiing Women's Slalom,2014,92850,116,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014,92851,92,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014,92859,92,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014,92859,92,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014,93071,66,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014,93098,151,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014,93098,151,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014,93098,151,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014,93098,151,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,93147,11,
Alpine Skiing,Alpine Skiing Men's Slalom,2014,93147,11,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014,93220,193,
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014,93220,193,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014,93479,179,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014,93479,179,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014,93479,179,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014,93479,179,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014,93525,34,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014,93525,34,
Biathlon,Biathlon Men's 20 kilometres,2014,93525,34,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014,93525,34,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014,93555,67,
Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,2014,93555,67,
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,2014,93555,67,Bronze
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014,93829,109,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014,93934,178,Silver
Cross Country Skiing,Cross Country Skiing Men's Team Sprint,2014,93934,178,Bronze
Biathlon,Biathlon Men's 10 kilometres Sprint,2014,94162,162,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014,94162,162,
Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,2014,94162,162,
Biathlon,Biathlon Men's 20 kilometres,2014,94162,162,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014,94162,162,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014,94273,152,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,94358,107,
Alpine Skiing,Alpine Skiing Men's Slalom,2014,94358,107,
Alpine Skiing,Alpine Skiing Women's Slalom,2014,94400,34,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,94501,34,
Alpine Skiing,Alpine Skiing Men's Slalom,2014,94501,34,
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2014,94648,193,
Biathlon,Biathlon Women's 10 kilometres Pursuit,2014,94648,193,
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,2014,94648,193,
Biathlon,Biathlon Women's 15 kilometres,2014,94648,193,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014,94648,193,Gold
Biathlon,Biathlon Men's 20 kilometres,2014,94651,193,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014,94651,193,
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2014,94757,178,
Alpine Skiing,Alpine Skiing Women's Slalom,2014,94757,178,
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,2014,94884,92,
Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,2014,94884,92,
Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,2014,94884,92,
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014,94884,92,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014,95033,12,
Alpine Skiing,Alpine Skiing Men's Giant Slalom,2014,95067,67,Bronze
Alpine Skiing,Alpine Skiing Men's Slalom,2014,95067,67,
Alpine Skiing,Alpine Skiing Men's Combined,2014,95067,67,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014,95070,121,
Biathlon,Biathlon Women's 15 kilometres,2014,95184,18,
Biathlon,Biathlon Women's 4 x 6 kilometres Relay,2014,95184,18,
Cross Country Skiing,Cross Country Skiing Men's Sprint,2014,95337,24,
Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,2014,95337,24,
Biathlon,Biathlon Men's 10 kilometres Sprint,2014,95552,146,
Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,2014,95552,146,
Biathlon,Biathlon Men's 20 kilometres,2014,95552,146,
Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,2014,95552,146,
